sep=,
Plate name,Plate ID,Plate type,Well,Hyperwell,Reaction Mix name,Sample name,Target names,Categories,Group,Valid partitions,Volume per well [μL],Count categories,Count random,Random variation,Lambda,Lambda error,Conc. per group [cp/µl],Conc. per group error,Concentration factor,Template volume [µl],Total volume [µl],Undiluted Conc. per group [cp/µl],Undiluted Conc. per group [cp/µl] error,Conversion factor,Conversion factor unit,Conv. Undiluted Conc. per group,Conv. Undiluted Conc. per group error,% intact,% intact error,CXT matrix RM template name,CXT matrix RM template ID,REF
,,,F1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,+++,25152,19.327,84,84,8.373645097,0,4.90E-04,0,0.669275278,-,-,-,-,-,-,-,-,-,0,0.091903193,,,Std-Ref
,,,F1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,++-,25152,19.327,346,-,-,3.14E-04,0.001107872,0.428744717,1.512397145,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,F1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,+-+,25152,19.327,681,-,-,9.87E-04,0.001446019,1.346875507,1.974013168,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,F1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,+--,25152,19.327,2293,-,-,0.144505602,0.003015795,197.2699224,4.116972813,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,F1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,-++,25152,19.327,572,-,-,0,0.00134954,0,1.842306847,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,F1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,-+-,25152,19.327,2186,-,-,0.138207202,0.002969052,188.6717456,4.053162991,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,F1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,--+,25152,19.327,4241,-,-,0.252737241,0.003865075,345.0209223,5.276355708,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,F1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,---,25152,19.327,14749,-,-,-,-,-,-,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,F2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,+++,25245,18.711,421,267.0107027,11.85372417,0.006118474,9.52E-04,8.62753508,1.342649797,-,-,-,-,-,-,-,-,-,0.98750638,0.153639392,,,Std-Ref
,,,F2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,++-,25245,18.711,500,-,-,0.007414292,0.001354918,10.45474192,1.910541934,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,F2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,+-+,25245,18.711,1176,-,-,0.025580146,0.001878631,36.07004307,2.649019711,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,F2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,+--,25245,18.711,2038,-,-,0.139768343,0.003086986,197.0844934,4.352895913,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,F2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,-++,25245,18.711,815,-,-,0.002419972,0.001666174,3.412353375,2.349438272,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,F2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,-+-,25245,18.711,2420,-,-,0.163923801,0.003355655,231.1456133,4.731740944,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,F2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,--+,25245,18.711,4289,-,-,0.274363238,0.004194226,386.8740135,5.914193276,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,F2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,---,25245,18.711,13586,-,-,-,-,-,-,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,F3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,+++,25233,19.099,193,166.3761739,10.03848056,0.001055676,6.76E-04,1.45834678,0.933373547,-,-,-,-,-,-,-,-,-,0.183759435,0.117529817,,,Std-Ref
,,,F3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,++-,25233,19.099,409,-,-,0.002862621,0.001222483,3.954521408,1.688779319,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,F3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,+-+,25233,19.099,884,-,-,0.010204614,0.00163724,14.09699638,2.261738165,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,F3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,+--,25233,19.099,2187,-,-,0.143190004,0.003070851,197.8074801,4.242176854,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,F3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,-++,25233,19.099,734,-,-,0.001591856,0.001540744,2.199043486,2.128435854,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,F3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,-+-,25233,19.099,2302,-,-,0.150180701,0.00314284,207.4646643,4.341625183,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,F3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,--+,25233,19.099,4318,-,-,0.265402778,0.004034609,366.6363106,5.573544548,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,F3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,---,25233,19.099,14206,-,-,-,-,-,-,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,G1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,+++,25358,19.271,66,65.82406693,6.481156754,6.94E-06,4.09E-04,0.009498836,0.55949203,-,-,-,-,-,-,-,-,-,0.001492193,0.087876777,,,Std-Ref
,,,G1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,++-,25358,19.271,306,-,-,2.76E-04,9.74E-04,0.378382439,1.333171384,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,G1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,+-+,25358,19.271,471,-,-,0,0.001164264,0,1.593998081,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,G1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,+--,25358,19.271,2069,-,-,0.122119293,0.002678784,167.1939928,3.667532918,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,G1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,-++,25358,19.271,507,-,-,0,0.001197674,0,1.639739844,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,G1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,-+-,25358,19.271,2312,-,-,0.13553046,0.002854832,185.5552731,3.908561136,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,G1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,--+,25358,19.271,3698,-,-,0.208764822,0.003462413,285.8207184,4.740402902,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,G1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,---,25358,19.271,15929,-,-,-,-,-,-,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,G2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,+++,25220,19.027,450,230.5929856,9.9452539,0.008737787,9.44E-04,12.11634833,1.309300448,-,-,-,-,-,-,-,-,-,1.576709554,0.170374598,,,Std-Ref
,,,G2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,++-,25220,19.027,462,-,-,0.00818315,0.001232381,11.34725491,1.708895087,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,G2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,+-+,25220,19.027,954,-,-,0.022511651,0.001645366,31.21603016,2.281565508,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,G2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,+--,25220,19.027,1837,-,-,0.119361423,0.002796487,165.5138372,3.877779387,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,G2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,-++,25220,19.027,797,-,-,0.007541096,0.001557491,10.4569443,2.159711913,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,G2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,-+-,25220,19.027,2410,-,-,0.153854866,0.003147461,213.3445511,4.364461441,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,G2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,--+,25220,19.027,3820,-,-,0.233988602,0.003774525,324.4628835,5.233986178,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,G2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,---,25220,19.027,14490,-,-,-,-,-,-,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,G3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,+++,25320,19.199,258,160.4183052,8.83942814,0.003861383,7.21E-04,5.306460111,0.990899693,-,-,-,-,-,-,-,-,-,0.724385771,0.135099908,,,Std-Ref
,,,G3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,++-,25320,19.199,399,-,-,0.004488439,0.001157256,6.168185018,1.590344818,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,G3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,+-+,25320,19.199,821,-,-,0.012599549,0.001514195,17.31478249,2.080864545,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,G3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,+--,25320,19.199,2039,-,-,0.128597651,0.002861211,176.7238093,3.931985356,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,G3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,-++,25320,19.199,675,-,-,0.002939597,0.001425719,4.039706001,1.959277899,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,G3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,-+-,25320,19.199,2269,-,-,0.142117725,0.003002179,195.3036124,4.125708631,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,G3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,--+,25320,19.199,4001,-,-,0.238451813,0.003748417,327.6895999,5.151217863,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,G3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,---,25320,19.199,14858,-,-,-,-,-,-,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,H1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,+++,25166,19.873,172,172,13.21419527,0,7.38E-04,0,0.97969372,-,-,-,-,-,-,-,-,-,0,0.111736841,,,Std-Ref
,,,H1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,++-,25166,19.873,545,-,-,4.04E-04,0.00150289,0.535959599,1.995282545,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,H1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,+-+,25166,19.873,859,-,-,0,0.001789506,0,2.375802093,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,H1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,+--,25166,19.873,2580,-,-,0.18108965,0.003563054,240.4201345,4.730418674,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,H1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,-++,25166,19.873,943,-,-,0.001619647,0.001835158,2.150292055,2.436411503,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,H1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,-+-,25166,19.873,2707,-,-,0.189210159,0.00364394,251.2011693,4.837806013,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,H1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,--+,25166,19.873,4364,-,-,0.289527091,0.004348401,384.3849837,5.773069968,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,H1,-,ABX#1,ABX#1_ABC,"Green,Yellow,Red",G-Y-R,---,25166,19.873,12996,-,-,-,-,-,-,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,H2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,+++,25231,19.524,491,284.7055685,12.50268205,0.008209838,0.001021431,11.09446604,1.380323829,-,-,-,-,-,-,-,-,-,1.287603056,0.160168088,,,Std-Ref
,,,H2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,++-,25231,19.524,498,-,-,0.006676832,0.001379989,9.022819272,1.864865172,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,H2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,+-+,25231,19.524,1199,-,-,0.027309204,0.001921629,36.90463174,2.596816995,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,H2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,+--,25231,19.524,1976,-,-,0.138169689,0.00311698,186.7173264,4.212169661,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,H2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,-++,25231,19.524,887,-,-,0.003216324,0.001754712,4.346419209,2.371252261,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,H2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,-+-,25231,19.524,2537,-,-,0.174152407,0.003481863,235.3430194,4.705258466,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,H2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,--+,25231,19.524,4307,-,-,0.279871959,0.004254865,378.208449,5.749864503,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,H2,-,ABX#1,ABX#1_S#1,"Green,Yellow,Red",G-Y-R,---,25231,19.524,13336,-,-,-,-,-,-,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,H3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,+++,25262,19.467,274,180.3686617,10.18916541,0.003713296,7.72E-04,5.032701729,1.045912151,-,-,-,-,-,-,-,-,-,0.643815738,0.133558699,,,Std-Ref
,,,H3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,++-,25262,19.467,444,-,-,0.004085491,0.001262961,5.537145091,1.711715639,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,H3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,+-+,25262,19.467,877,-,-,0.012039887,0.001627829,16.31789015,2.206227792,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,H3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,+--,25262,19.467,2119,-,-,0.139179612,0.003036179,188.6328078,4.11499217,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,H3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,-++,25262,19.467,747,-,-,0.001332598,0.001551339,1.806095963,2.102559771,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,H3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,-+-,25262,19.467,2449,-,-,0.159211846,0.003233869,215.7828814,4.382925449,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,H3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,--+,25262,19.467,4162,-,-,0.257201069,0.003997971,348.5895623,5.41852749,,,,-,-,,,-,-,-,-,,,Std-Ref
,,,H3,-,ABX#1,ABX#1_S#2,"Green,Yellow,Red",G-Y-R,---,25262,19.467,14190,-,-,-,-,-,-,,,,-,-,,,-,-,-,-,,,Std-Ref
