sep=,
Plate name,Plate ID,Plate type,Well,Hyperwell,Reaction Mix name,Sample name,Target names,Categories,Group,Valid partitions,Volume per well [μL],Count categories,Count random,Random variation,Lambda,Lambda error,Conc. per group [cp/µl],Conc. per group error,Concentration factor,Template volume [µl],Total volume [µl],Undiluted Conc. per group [cp/µl],Undiluted Conc. per group [cp/µl] error,Conversion factor,Conversion factor unit,Conv. Undiluted Conc. per group,Conv. Undiluted Conc. per group error,% intact,% intact error
,,,C1,-,ABX#1,ABC,"Green,Yellow,Red",GREEN-YELLOW-RED,+++,25300,19.318,160,158.48424538517222,12.461736494464942,5.9913044348408606E-5,7.064412011348472E-4,0.08182760959149045,0.9648382156921941,-,-,-,-,-,-,-,-,-,0.009150341430815072,0.10786544568425602
,,,C1,-,ABX#1,ABC,"Green,Yellow,Red",GREEN-YELLOW-RED,++-,25300,19.318,453,-,-,0.0,0.0013787683315241099,0.0,1.883084359609282,,,,-,-,,,-,-,-,-
,,,C1,-,ABX#1,ABC,"Green,Yellow,Red",GREEN-YELLOW-RED,+-+,25300,19.318,937,-,-,0.0018830168522551705,0.001817428112113791,2.571773301061208,2.482193980226227,,,,-,-,,,-,-,-,-
,,,C1,-,ABX#1,ABC,"Green,Yellow,Red",GREEN-YELLOW-RED,+--,25300,19.318,2555,-,-,0.1776192541724177,0.003533268721657145,242.5875557555165,4.825642507102294,,,,-,-,,,-,-,-,-
,,,C1,-,ABX#1,ABC,"Green,Yellow,Red",GREEN-YELLOW-RED,-++,25300,19.318,861,-,-,0.0,0.0017837720492310178,0.0,2.4362274431572195,,,,-,-,,,-,-,-,-
,,,C1,-,ABX#1,ABC,"Green,Yellow,Red",GREEN-YELLOW-RED,-+-,25300,19.318,2574,-,-,0.17882871356425617,0.003520677286399163,244.2394025613073,4.808445466629853,,,,-,-,,,-,-,-,-
,,,C1,-,ABX#1,ABC,"Green,Yellow,Red",GREEN-YELLOW-RED,--+,25300,19.318,4615,-,-,0.3009072793821793,0.004462961920026361,410.97099385130025,6.095392240292758,,,,-,-,,,-,-,-,-
,,,C1,-,ABX#1,ABC,"Green,Yellow,Red",GREEN-YELLOW-RED,---,25300,19.318,13145,-,-,-,-,-,-,,,,-,-,,,-,-,-,-
,,,C2,-,ABX#1,S#1,"Green,Yellow,Red",GREEN-YELLOW-RED,+++,25262,18.802,307,171.57841081151997,8.203233932602,0.005375103624926492,7.674917695204233E-4,7.542640891397753,1.076986642220341,-,-,-,-,-,-,-,-,-,1.0670421008553925,0.15225286277204048
,,,C2,-,ABX#1,S#1,"Green,Yellow,Red",GREEN-YELLOW-RED,++-,25262,18.802,369,-,-,0.006620275877089077,0.0010858589955331222,9.289935046331147,1.5237370353231516,,,,-,-,,,-,-,-,-
,,,C2,-,ABX#1,S#1,"Green,Yellow,Red",GREEN-YELLOW-RED,+-+,25262,18.802,889,-,-,0.020675493980026383,0.0015240662784211571,29.01298974412382,2.1386535841859278,,,,-,-,,,-,-,-,-
,,,C2,-,ABX#1,S#1,"Green,Yellow,Red",GREEN-YELLOW-RED,+--,25262,18.802,1710,-,-,0.10617904725791877,0.0025507417890865336,148.99627607982816,3.5793411000563293,,,,-,-,,,-,-,-,-
,,,C2,-,ABX#1,S#1,"Green,Yellow,Red",GREEN-YELLOW-RED,-++,25262,18.802,625,-,-,0.003168540076574633,0.0013491302526300437,4.446269619207803,1.8931737360595189,,,,-,-,,,-,-,-,-
,,,C2,-,ABX#1,S#1,"Green,Yellow,Red",GREEN-YELLOW-RED,-+-,25262,18.802,2146,-,-,0.13153956419762042,0.0028494939867335627,184.5835475901509,3.9985666070619255,,,,-,-,,,-,-,-,-
,,,C2,-,ABX#1,S#1,"Green,Yellow,Red",GREEN-YELLOW-RED,--+,25262,18.802,3951,-,-,0.23018063915078663,0.003649284995184876,323.0021265479393,5.1208773169321224,,,,-,-,,,-,-,-,-
,,,C2,-,ABX#1,S#1,"Green,Yellow,Red",GREEN-YELLOW-RED,---,25262,18.802,15265,-,-,-,-,-,-,,,,-,-,,,-,-,-,-
,,,C3,-,ABX#1,S#2,"Green,Yellow,Red",GREEN-YELLOW-RED,+++,25262,19.174,243,157.9097129519143,9.10972810808367,0.003373997108725185,7.162697715174513E-4,4.642721378773615,0.9856087228390756,-,-,-,-,-,-,-,-,-,0.6186198564756115,0.1310292540884256
,,,C3,-,ABX#1,S#2,"Green,Yellow,Red",GREEN-YELLOW-RED,++-,25262,19.174,376,-,-,0.002520688493695633,0.0011560643578169515,3.468543090521831,1.5907792853156593,,,,-,-,,,-,-,-,-
,,,C3,-,ABX#1,S#2,"Green,Yellow,Red",GREEN-YELLOW-RED,+-+,25262,19.174,880,-,-,0.01391041618759653,0.0015854841592295118,19.141150552495404,2.1816738321222195,,,,-,-,,,-,-,-,-
,,,C3,-,ABX#1,S#2,"Green,Yellow,Red",GREEN-YELLOW-RED,+--,25262,19.174,2090,-,-,0.13342894235550112,0.002968831518080579,183.6022329773413,4.085201354596746,,,,-,-,,,-,-,-,-
,,,C3,-,ABX#1,S#2,"Green,Yellow,Red",GREEN-YELLOW-RED,-++,25262,19.174,672,-,-,0.0016332307073489705,0.001441685454377259,2.2473745166733723,1.9838024944346304,,,,-,-,,,-,-,-,-
,,,C3,-,ABX#1,S#2,"Green,Yellow,Red",GREEN-YELLOW-RED,-+-,25262,19.174,2292,-,-,0.14542932399563457,0.0030410743429436023,200.11511861379068,4.184609651831856,,,,-,-,,,-,-,-,-
